papel,cotacao,p_l,p_vp,psr,dividend_yield,p_ativo,p_cap_giro,p_ebit,p_ativo_circulante_liq,ev_ebit,ev_ebitda,margem_ebit,margem_liquida,liquidez_corrente,roic,roe,liquidez_2meses,patrimonio_liquido,div_bruta_patrimonio,crescimento_receita_5a,score
BIOM3,10.4,-18.37,5.26,9.165,0.0,2.943,9.53,-20.16,51.44,-20.2,-20.0,45.46,49.9,2.64,21.8,28.61,418595.0,250993000.0,0.46,18.27,49.92
ASTA4,25.83,-30.79,1.0,0.652,0.0,0.446,2.57,19.9,-3.3,33.2,33.2,3.28,2.12,1.71,2.52,3.25,0.0,515672000.0,0.85,4.73,49.71
FLCL5,12.5,68.7,14.22,4.003,0.0,2.649,36.89,36.48,-5.52,42.38,42.38,10.97,5.83,1.27,9.09,20.69,0.0,396319000.0,3.06,2.72,49.61
CALI4,50.0,20.83,2.07,3.641,0.0,0.59,1.35,-68.8,346.34,-80.52,-148.5,5.29,16.55,4.15,0.96,9.93,0.0,168992000.0,0.66,17.32,49.41
DOHL3,5.9,-106.7,0.64,0.698,0.0,0.449,0.94,-13.7,1.66,-16.02,-47.54,5.09,0.65,6.0,3.66,0.6,99.31,693418000.0,0.22,0.73,49.3
RPSA4,4.9,27.33,1.55,5.697,0.0,0.805,5.09,107.53,-4.5,137.55,137.55,5.3,20.85,2.09,0.85,5.69,0.0,1167980000.0,0.61,14.23,48.98
FIEI3,10.7,-40.75,0.33,10.337,0.0,0.246,2.41,-4.37,-5.28,-6.25,-6.65,236.46,25.49,2.05,5.93,0.8,20084.2,79440000.0,0.15,2.13,48.7
MWET3,12.5,0.99,1.3,0.096,0.0,0.084,-0.86,-0.75,-0.15,-3.07,-3.69,12.77,9.69,0.79,12.8,131.37,0.0,19835000.0,4.44,11.3,48.62
LGLO4,100.0,-1.05,0.65,0.225,0.0,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,18.1,21.47,0.14,18.37,62.51,0.0,5191000.0,0.49,11.42,48.58
IENG5,0.12,-0.65,0.79,1.374,0.0,0.088,-0.93,3.1,-0.24,24.33,24.33,44.29,224.61,0.85,2.84,122.41,0.0,52234000.0,5.45,8.13,48.45
ZAMP3,3.59,-10.14,0.96,0.312,0.0,0.336,12.04,-931.98,-0.8,-1406.33,4.48,0.03,3.07,1.14,0.04,9.48,2977860.0,1519080000.0,0.74,20.24,48.05
DOHL4,4.05,-73.24,0.44,0.479,0.0,0.308,0.64,-9.4,1.14,-11.73,-34.8,5.09,0.65,6.0,3.66,0.6,7141.48,693418000.0,0.22,0.73,48.03
ABYA3,4.91,-214.8,1.76,2.055,0.0,0.527,1.98,19.96,-2.75,33.67,33.67,10.29,0.96,2.09,2.78,0.82,0.0,292060000.0,1.31,16.41,47.65
FRIO3,279.98,-78.44,5.37,0.766,0.0,0.912,7.1,19.47,-8.78,27.34,15.08,3.93,1.43,1.23,6.73,6.84,49557.0,327983000.0,2.5,7.68,47.62
HBSA3,2.95,-7.61,4.22,2.8,0.0,0.641,6.25,-20.7,-1.08,-38.51,32.9,13.53,36.82,1.67,3.36,55.55,12880700.0,949871000.0,4.05,2.8,47.46
ELEK4,26.0,33.27,3.62,0.842,0.25,1.452,5.1,70.89,-150.12,84.56,33.61,1.19,2.53,1.94,2.52,10.87,0.0,226327000.0,0.99,5.69,47.25
MWET4,15.29,1.21,1.59,0.117,0.0,0.103,-1.05,-0.92,-0.18,-3.24,-3.89,12.77,9.69,0.79,12.8,131.37,5260.93,19835000.0,4.44,11.3,47.08
CLSA3,10.51,-24.46,3.06,4.148,0.0,2.3,7.91,-13.18,8.04,-10.92,-16.07,31.48,16.96,2.19,30.79,12.52,8542080.0,644827000.0,0.0,0.03,47.03
LCAM3,24.15,85.61,4.03,7.356,0.0,3.587,12.37,90.7,16.0,85.88,24.56,8.11,8.59,7.55,5.29,4.71,0.0,15093300000.0,0.04,13.37,46.82
RCTB42,20.0,0.34,0.0,0.004,0.0,0.0,0.0,-0.01,0.0,4.2,38.02,68.46,1.23,6.45,11.78,0.38,0.0,1467590000.0,0.01,14.29,46.76
MNDL3,19.6,74.79,1.21,0.196,0.0,0.137,-1.41,1.93,-0.29,6.68,5.78,10.15,0.26,0.81,7.63,1.62,25659.1,160158000.0,3.0,14.29,46.38
CTSA4,2.54,-0.14,0.14,0.18,0.0,0.03,-0.08,-0.26,-0.05,-3.35,-3.95,69.22,124.6,0.3,13.22,93.74,2993.6,130725000.0,1.66,34.39,46.38
ECIS4,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,34.9,14.18,1.38,12.48,7.33,0.0,129346000.0,0.38,4.66,46.3
ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,34.9,14.18,1.38,12.48,7.33,0.0,129346000.0,0.38,4.66,46.3
SEQL3,1.96,-0.08,0.23,0.099,0.0,0.036,-0.12,-0.11,-0.06,-0.94,-1.21,93.55,124.26,0.37,42.86,282.82,616850.0,306696000.0,1.84,23.67,46.24
IGUA5,7.98,-12.26,-1.41,0.556,0.0,0.552,-0.64,8.04,-0.59,14.63,5.73,6.91,4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,7.41,46.23
IGUA6,8.07,-12.4,-1.43,0.562,0.0,0.558,-0.64,8.14,-0.59,14.72,5.77,6.91,4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,7.41,46.2
IGUA3,8.15,-12.52,-1.44,0.568,0.0,0.564,-0.65,8.22,-0.6,14.8,5.8,6.91,4.53,0.34,7.61,11.52,0.0,-164188000.0,-1.33,7.41,46.11
OIBR3,0.63,0.01,-0.01,0.125,0.0,0.011,-0.09,-0.07,-0.01,-3.59,-4.86,169.04,847.43,0.7,18.21,95.87,5716980.0,-14660000000.0,-0.77,25.54,46.1
CTSA8,1.0,-0.23,0.21,0.283,0.0,0.047,-0.13,-0.41,-0.08,-3.5,-4.12,69.22,124.6,0.3,13.22,93.74,0.0,130725000.0,1.66,34.39,46.07
TERI3,64.28,-8.83,0.29,0.107,0.0,0.081,7.9,7.2,-0.26,39.56,39.56,1.49,1.91,1.03,1.25,3.27,0.0,3641000000.0,1.43,7.94,46.03
IENG3,0.15,-0.81,0.99,1.717,0.0,0.11,-1.17,3.88,-0.3,25.11,25.11,44.29,224.61,0.85,2.84,122.41,0.0,52234000.0,5.45,8.13,46.02
CTSA3,4.3,-0.24,0.23,0.304,0.0,0.051,-0.14,-0.44,-0.08,-3.53,-4.16,69.22,124.6,0.3,13.22,93.74,315.29,130725000.0,1.66,34.39,46.01
SALM3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,10.22,4.13,1.31,25.78,19.53,0.0,475600000.0,0.8,24.53,45.78
SALM4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,10.22,4.13,1.31,25.78,19.53,0.0,475600000.0,0.8,24.53,45.78
DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,0.76,5.04,3.14,3.0,29.97,0.0,545227000.0,0.06,15.14,45.6
AMAR3,1.45,-4.51,2.59,0.518,0.0,0.364,-1.99,7.28,-0.63,13.49,5.1,7.12,11.49,0.6,6.31,57.47,665220.0,287288000.0,2.24,12.56,45.6
CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,38.62,18.85,1.43,29.18,45.33,0.0,2126670000.0,1.48,41.15,45.57
CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,38.62,18.85,1.43,29.18,45.33,0.0,2126670000.0,1.48,41.15,45.57
PRML3,11.52,-4.41,1.98,18.612,0.0,0.581,23.0,-30.33,-0.93,-63.15,1640.31,61.36,424.99,2.02,1.96,44.84,0.0,2192720000.0,2.18,32.85,45.43
MLFT4,22.39,109.13,10.55,36.664,0.0,5.195,21.74,65.79,-25.09,68.39,54.93,55.73,33.6,4.9,10.65,9.66,0.0,4409240000.0,0.94,15.79,45.37
GPAR3,25.0,60.59,2.52,61.635,0.0,2.308,6.83,-109.97,8.7,-97.16,-108.18,56.05,101.83,29.82,2.93,4.16,348.91,789920000.0,0.02,54.99,45.37
BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,20.19,1.58,0.39,20.66,19.12,0.0,-853187000.0,-8.95,7.12,45.33
SCAR4,10.0,-0.02,0.0,0.001,0.0,0.0,0.0,0.0,0.0,8.31,5.7,25.92,6.17,3.95,4.61,1.88,0.0,1533970000.0,0.76,23.25,45.28
VVEO3,1.36,-0.3,0.23,0.038,0.0,0.047,0.19,-2.88,-0.19,-21.85,20.21,1.33,12.95,1.85,2.3,79.07,2257620.0,1868630000.0,2.02,19.48,44.98
SEDU3,23.8,-13.36,15.0,3.443,0.0,1.531,57.9,-22.47,-2.67,-28.68,-69.64,15.33,25.73,1.09,8.15,112.29,0.0,415869000.0,4.67,10.87,44.78
GFSA3,1.23,-4.22,0.08,0.168,0.0,0.034,0.14,-0.85,-3.59,-7.8,-8.44,19.66,4.0,1.67,4.16,1.97,16311300.0,1995250000.0,0.75,2.42,44.71
ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,2.9,23.06,11.66,1.56,17.64,44.65,0.0,1190010000.0,3.7,9.76,44.59
ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,2.9,23.06,11.66,1.56,17.64,44.65,0.0,1190010000.0,3.7,9.76,44.59
ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,2.9,23.06,11.66,1.56,17.64,44.65,0.0,1190010000.0,3.7,9.76,44.59
BAHI11,2.0,-0.73,0.7,0.147,0.0,0.105,-0.5,28.76,-0.15,49.5,4.99,0.51,20.56,0.32,0.39,96.77,0.0,75212000.0,0.72,13.04,44.48
BRAP3,15.14,5.1,0.69,0.0,12.18,0.677,10.09,-200.28,10.17,-176.35,-176.35,0.0,0.0,5.83,0.37,13.47,1306160.0,8667970000.0,0.0,0.0,44.27
JFEN3,2.0,-0.1,-0.63,0.108,0.0,0.03,0.08,-0.21,-0.12,-2.47,-2.88,52.08,106.73,1.76,15.64,616.49,41905.6,-39186000.0,-6.97,99.99,44.25
BRAP4,16.1,5.42,0.73,0.0,12.6,0.72,10.73,-212.98,10.81,-189.05,-189.05,0.0,0.0,5.83,0.37,13.47,80924500.0,8667970000.0,0.0,0.0,44.21
PQUN4,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,2.8,0.52,1.61,3.02,1.81,0.0,858692000.0,2.28,5.19,43.94
PQUN3,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,2.8,0.52,1.61,3.02,1.81,0.0,858692000.0,2.28,5.19,43.94
TSPP3,12.6,1.72,0.51,0.262,0.0,0.225,-5.59,1.19,-0.91,1.63,1.63,22.01,15.2,0.89,23.92,29.88,0.0,9816290000.0,0.35,13.06,43.77
PTBL4,2.59,-3.2,1.16,0.148,0.0,0.101,-1.83,4.64,-0.19,17.46,5.11,3.18,4.61,0.87,3.15,36.12,0.0,315773000.0,4.5,12.01,43.68
SLED4,1.6,0.22,-0.04,0.207,0.0,0.239,-0.1,-0.22,-0.04,-0.74,-0.9,93.81,92.72,0.12,2259.94,18.07,0.0,-381277000.0,-0.09,48.69,43.62
SQIA3,27.37,-110.33,3.7,3.592,0.0,1.49,25.87,62.33,-3.84,67.32,18.5,5.76,2.88,1.43,2.81,3.35,0.0,650717000.0,0.65,46.32,43.6
VPSC3,6.03,-0.03,2.59,0.017,0.0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,22.82,55.9,0.43,28.56,8246.83,0.0,1232000.0,6.15,10.02,43.23
ATMP3,1.27,-0.21,0.32,0.087,0.0,0.031,-0.12,-0.63,-0.04,-3.54,-18.03,13.66,41.14,0.38,5.28,150.24,17359.0,107351000.0,2.09,25.88,43.13
SUBA3,84.0,61.95,8.39,8.067,0.0,6.778,8.03,115.78,8.09,106.17,106.17,6.97,13.02,5.55,19.11,13.54,0.0,530396000.0,0.0,0.0,43.04
ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.62,16.2,5.94,1.36,10.03,10.29,0.0,3103980000.0,1.73,7.76,43.01
SLED3,3.21,0.45,-0.08,0.416,0.0,0.48,-0.2,-0.44,-0.07,-0.96,-1.18,93.81,92.72,0.12,2259.94,18.07,0.0,-381277000.0,-0.09,48.69,43.0
MEND5,6.5,0.33,0.0,32.062,0.0,0.071,129.86,-0.13,0.0,-27.6,-27.62,23911.9,9784.74,1.09,52.9,1.28,0.0,-16003000000.0,-0.86,17.59,42.87
GSHP3,6.12,-0.02,-0.01,0.064,0.0,0.01,-0.73,0.22,0.0,39.67,38.11,29.49,319.28,0.92,5.1,41.63,1902.62,-1409770000.0,-1.6,16.96,42.85
MEND6,9.5,0.48,-0.01,46.859,0.0,0.104,189.8,-0.2,-0.01,-27.66,-27.68,23911.9,9784.74,1.09,52.9,1.28,0.0,-16003000000.0,-0.86,17.59,42.78
HGTX3,37.5,101.99,3.57,4.178,0.0,2.48,7.5,105.87,9.93,106.77,42.5,3.95,4.1,2.47,3.0,3.51,0.0,1704940000.0,0.12,4.62,42.67
NEXP3,3.79,0.1,-0.2,0.114,0.0,0.279,-0.54,-0.75,-0.15,-0.13,-13.69,15.08,112.41,0.53,52.86,197.32,2833.62,-50521000.0,-0.03,4.61,42.58
ITEC3,40.1,-35.12,22.04,2.61169,0.0,9.216,25.42,-26.0,-68.91,-24.8,-29.56,10044.7,7435.88,5.23,63.06,62.76,0.0,20143000.0,0.0,74.79,42.53
SPRI5,8.52,-1.3,0.96,0.0,0.0,0.927,1.81,-2.49,1.91,-2.14,-2.15,0.0,0.0,66.47,42.86,73.82,0.0,22420000.0,0.0,7.33,42.41
PLDN4,4.86,-553.07,1.08,0.919,0.0,0.611,1.07,-75.56,3.1,-33.12,-33.12,1.22,0.17,10.81,1.27,0.2,0.0,289939000.0,0.01,10.26,42.38
GUAR4,1.51,231.59,14.0,7.656,0.0,5.695,27.91,88.31,200.34,89.33,49.2,8.67,3.31,1.49,7.88,6.05,0.0,5382710000.0,0.37,12.6,42.27
MSAN3,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,6.27,2.42,1.18,11.78,11.81,0.0,2533030000.0,0.39,101.35,41.78
MSAN4,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,6.27,2.42,1.18,11.78,11.81,0.0,2533030000.0,0.39,101.35,41.78
MLPA12,40.0,0.01,0.0,0.001,0.0,0.002,0.0,0.01,0.0,-2.06,-2.06,6.66,8.92,0.0,0.0,45.13,0.0,44578000.0,0.0,7.51,41.66
MLPA4,45.0,0.01,0.0,0.001,0.0,0.003,0.0,0.01,0.0,-2.06,-2.06,6.66,8.92,0.0,0.0,45.13,0.0,44578000.0,0.0,7.51,41.66
CBMA3,0.01,0.0,0.0,0.088,0.0,0.007,-0.32,0.09,0.0,2207.2,1766.54,96.86,28678.2,0.55,8.24,11.77,0.0,-27643300000.0,-0.9,161.82,41.65
CBMA4,0.01,0.0,0.0,0.088,0.0,0.007,-0.32,0.09,0.0,2207.2,1766.54,96.86,28678.2,0.55,8.24,11.77,0.0,-27643300000.0,-0.9,161.82,41.65
VPSC4,9.99,-0.05,4.3,0.029,0.0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,22.82,55.9,0.43,28.56,8246.83,0.0,1232000.0,6.15,10.02,41.61
PTQS4,189.46,43.43,2.19,4.717,0.0,1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,0.07,11.37,3.32,0.02,5.04,0.0,1714950000.0,0.24,56.13,41.53
DFVA4,8.0,-25.35,49.04,3.497,0.0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,7.74,13.79,1.33,10.35,193.42,0.0,1170000.0,2.84,3.39,41.51
SPRI3,10.51,-1.61,1.19,0.0,0.0,1.143,2.23,-3.07,2.36,-2.72,-2.74,0.0,0.0,66.47,42.86,73.82,0.0,22420000.0,0.0,7.33,41.47
HETA4,5.51,3.19,-0.01,0.671,0.0,0.228,-0.81,0.72,-0.01,83.92,83.92,93.1,21.05,0.32,31.86,0.25,385.69,-350747000.0,-0.93,25.18,41.47
SPRI6,11.0,-1.68,1.24,0.0,0.0,1.196,2.33,-3.21,2.47,-2.86,-2.88,0.0,0.0,66.47,42.86,73.82,0.0,22420000.0,0.0,7.33,41.3
DTCY3,3.6,-46.38,35.21,6.541,0.0,4.871,10.99,-48.22,100.18,-46.92,-311.91,13.57,14.1,1.95,11.95,75.92,1209.88,1138000.0,0.0,16.79,41.22
LIPR3,39.96,18.46,2.02,0.0,3.56,1.893,7.38,-60.91,7.84,-51.93,-51.93,0.0,0.0,6.18,4.31,10.96,1048.48,232276000.0,0.0,0.0,41.19
TEFC11,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,23.54,14.18,0.61,14.85,46.72,0.0,45856000000.0,2.95,12.91,41.1
SNSY5,4.59,-0.85,-0.02,0.037,0.0,0.061,-0.53,1.6,-0.02,11.1,6.11,2.29,4.17,0.84,4.43,2.05,22239.8,-2025590000.0,-0.11,12.75,41.08
IGBR5,18.9,0.06,-0.04,3.248,0.0,0.111,-0.11,-0.4,-0.03,-4.55,-4.76,817.12,5379.32,0.33,57.99,60.1,0.0,-650957000.0,-0.54,13.97,41.07
IGBR6,19.0,0.06,-0.04,3.266,0.0,0.112,-0.11,-0.4,-0.03,-4.55,-4.76,817.12,5379.32,0.33,57.99,60.1,0.0,-650957000.0,-0.54,13.97,41.06
DFVA3,9.9,-31.38,60.69,4.327,0.0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,7.74,13.79,1.33,10.35,193.42,0.0,1170000.0,2.84,3.39,40.55
AGEN33,0.16,0.39,-0.03,0.0,0.0,0.066,-0.17,0.11,-0.02,3.73,3.61,0.0,0.0,0.09,87.67,8.85,0.0,-1112630000.0,-1.11,87.03,40.5
PTIP3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,13.73,7.55,0.7,23.13,121.74,0.0,-155957000.0,-9.02,62.11,40.42
PTIP4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,13.73,7.55,0.7,23.13,121.74,0.0,-155957000.0,-9.02,62.11,40.42
RPMG3,2.88,-0.15,-0.03,0.026,0.0,0.021,-0.08,-0.12,-0.03,-0.09,-0.1,21.1,17.66,0.78,17.8,19.39,12770.4,-6919010000.0,0.0,46.33,40.25
RSID3,1.92,0.14,-0.04,0.455,0.0,0.076,-0.12,-3.26,-0.03,-33.15,-33.58,13.95,328.47,0.45,2.51,28.42,94098.9,-972057000.0,-0.39,2.2,40.19
PLTO6,10.47,50.81,692616.0,0.69,0.0,0.901,2.9,55.05,-1.55,56.35,56.35,1.25,1.36,3.87,1.74,1363200.0,0.0,1000.0,21227.0,8.78,40.02
BIED3,3.84,-1.39,1.35,0.283,0.0,0.202,-0.95,55.23,-0.29,75.97,7.65,0.51,20.56,0.32,0.39,96.77,13275.2,75212000.0,0.72,13.04,39.98
LATS3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,11.74,1.3,1.67,11.63,1.84,0.0,680646000.0,0.39,15.37,39.89
PLTO5,10.94,53.09,723708.0,0.721,0.0,0.942,3.03,57.52,-1.62,58.82,58.82,1.25,1.36,3.87,1.74,1363200.0,0.0,1000.0,21227.0,8.78,39.8
DOTZ3,6.74,-12.34,-0.36,0.553,0.0,0.476,-0.41,13.0,-0.24,17.69,3.38,4.25,4.48,0.23,5.83,2.94,85011.4,-247366000.0,-0.23,7.11,39.57
CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,53.07,2163.8,0.02,2.81,64.17,0.0,-377387000.0,-0.98,11.3,39.28
MILK33,0.3,-0.02,-0.02,0.077,0.0,0.029,-0.08,-0.04,-0.02,-0.11,-0.12,176.8,508.08,0.5,70.91,165.12,0.0,-516285000.0,-0.04,42.04,39.08
MOAR3,203.99,-30.79,2.52,0.0,20.41,1.179,2.33,-97.87,16.47,-76.58,-78.64,0.0,0.0,6.12,2.83,8.19,177400.0,990925000.0,0.68,99.45,39.07
TARP11,18.02,0.82,0.25,26.009,0.0,0.245,0.0,197.74,0.0,195.29,195.29,13.15,3170.05,0.0,0.0,29.89,0.0,678212000.0,0.0,71.36,38.82
AGXY3,8.5,-0.05,-0.08,0.031,0.0,0.04,-0.04,-0.09,-0.04,-0.74,-0.82,35.68,65.48,0.35,185.66,171.69,322089.0,-1745040000.0,-0.88,15.94,38.71
OIBR4,8.31,0.2,-0.19,1.654,0.0,0.14,-1.2,-0.98,-0.09,-4.49,-6.09,169.04,847.43,0.7,18.21,95.87,447222.0,-14660000000.0,-0.77,25.54,38.58
FBMC4,1.96,-0.09,-0.02,0.095,0.0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,135.59,101.97,0.31,64.7,24.19,0.0,-63552000.0,-0.15,31.66,38.54
CTNM4,0.86,-0.06,-0.07,0.041,0.0,0.009,-0.01,-0.06,-0.01,-2.95,-3.75,67.36,137.36,0.24,17.07,126.34,0.0,-375916000.0,-3.54,24.85,38.44
ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,1.85,0.27,1.47,3.01,1.03,0.0,489356000.0,1.35,3.69,38.41
DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,732.92,767.6,0.33,28.21,715.74,0.0,-6987000.0,-7.19,42.7,38.38
SGPS3,1.64,-0.02,-0.02,0.03,0.0,0.007,-0.01,-0.05,-0.01,-3.04,-3.99,62.34,176.8,0.22,17.44,127.05,0.0,-764048000.0,-1.43,22.01,38.35
RPAD5,7.5,-5.32,0.67,0.0,8.25,0.661,5.19,-330.1,5.49,-265.95,-265.95,0.0,0.0,31.58,0.23,12.57,939.43,949721000.0,0.0,0.0,38.34
AZEV3,0.59,-1.33,0.49,2.275,0.0,0.266,-1.71,-3.34,-0.81,-4.62,-7.13,68.03,171.21,0.44,8.73,36.63,1461540.0,718475000.0,0.2,54.37,38.22
PDGR3,0.42,-0.03,0.0,0.091,0.0,0.024,-0.02,-0.17,0.0,-2.66,-2.68,53.35,336.03,0.32,32.54,13.8,778926.0,-3363560000.0,-0.06,22.47,38.21
IFCM3,0.07,-0.06,-0.7,0.101,0.0,0.071,-0.39,-0.07,-0.12,-0.56,-0.6,147.95,165.92,0.73,145.83,1157.09,2061990.0,-147834000.0,-5.62,23.17,38.1
CXSE3,15.25,11.55,3.26,0.0,7.51,3.209,25.2,-357.19,25.25,-347.78,-347.8,0.0,0.0,9.32,0.98,28.22,76122700.0,14032600000.0,0.0,0.0,38.03
ROMI4,1.85,162.63,14.15,13.418,0.0,6.949,21.6,213.26,68.54,219.45,123.03,6.29,8.34,2.12,3.9,8.7,0.0,1218040000.0,0.65,2.39,38.02
CELM3,15.0,-0.67,-0.16,0.257,0.0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,25.14,38.36,0.44,15.6,23.41,0.0,-11104000.0,-0.66,5.8,38.02
DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018,-0.01,-0.2,-0.01,-21.09,-51.1,23.58,154.81,0.12,10.5,21.03,0.0,-456340000.0,-0.99,23.62,37.94
CTNM3,7.13,-0.46,-0.58,0.344,0.0,0.073,-0.12,-0.51,-0.07,-3.4,-4.32,67.36,137.36,0.24,17.07,126.34,0.0,-375916000.0,-3.54,24.85,37.75
CSAB3,30.5,58.43,1.11,0.31232,0.0,0.566,0.0,18.86,0.0,0.0,0.0,1656.27,534.53,0.0,0.0,1.89,0.0,211654000.0,0.0,17.83,37.62
PMAM3,2.11,-0.08,-0.02,0.308,0.0,0.1,-0.03,-0.65,-0.02,-21.72,-33.06,47.43,376.62,0.06,28.24,30.37,2079980.0,-6411200000.0,-0.81,47.0,37.56
CSTB4,147.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.85,28.98,2.6,22.4,20.11,0.0,8420670000.0,0.14,31.91,37.5
TNEP4,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,20.92,25.42,2.39,20.53,22.8,0.0,955105000.0,0.06,8.15,37.5
TNEP3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,20.92,25.42,2.39,20.53,22.8,0.0,955105000.0,0.06,8.15,37.5
CSTB3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.85,28.98,2.6,22.4,20.11,0.0,8420670000.0,0.14,31.91,37.5
MEAL3,1.2,-3.95,0.35,0.155,0.0,0.13,-1.62,-3.21,-0.27,-6.88,5.2,4.82,3.92,0.66,4.75,8.81,882392.0,987889000.0,0.59,15.93,37.47
ILLS4,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,8.43,10.22,0.5,8.14,36.09,0.0,-18567000.0,-0.22,9.33,37.44
PMAM4,5.84,-0.23,-0.07,0.852,0.0,0.278,-0.08,-1.8,-0.06,-22.86,-34.81,47.43,376.62,0.06,28.24,30.37,0.0,-6411200000.0,-0.81,47.0,37.25
FGUI4,0.38,-0.39,-0.07,0.507,0.0,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,27.72,129.0,0.04,60.74,17.32,0.0,-222024000.0,-0.46,2.13,37.23
ALBA3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.27,9.5,9.62,1.83,20.4,19.77,0.0,354860000.0,0.03,14.69,37.19
VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,4.5,4.59,1.04,6.0,24.29,0.0,135178000.0,1.89,4.77,37.04
SEBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,9.24,7.4,2.44,24.15,23.01,0.0,145783000.0,0.01,50.04,37.02
SEBB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,9.24,7.4,2.44,24.15,23.01,0.0,145783000.0,0.01,50.04,37.02
DHBI3,19.0,-0.83,-0.17,0.869,0.0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,23.58,154.81,0.12,10.5,21.03,0.0,-456340000.0,-0.99,23.62,37.0
FTRX4,0.11,-0.13,-0.02,0.174,0.0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,106.22,138.83,0.06,11.99,13.5,0.0,-154535000.0,-0.16,31.25,36.94
STRP4,0.21,-2.85,-0.43,0.416,0.0,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,91.82,14.58,0.13,25.49,14.95,0.0,-12498000.0,-0.66,36.39,36.9
FTRX3,0.13,-0.15,-0.02,0.206,0.0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,106.22,138.83,0.06,11.99,13.5,0.0,-154535000.0,-0.16,31.25,36.88
TROR4,1.56,-0.02,0.0,0.355,0.0,0.316,0.0,-3.9,0.0,-726.24,-726.24,9.11,1745.52,0.01,9.77,21.14,0.0,-1959650000.0,-0.8,6.34,36.84
TROR3,2.63,-0.03,-0.01,0.598,0.0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,9.11,1745.52,0.01,9.77,21.14,0.0,-1959650000.0,-0.8,6.34,36.78
